X,Y,objectid,wri_id,mill_name_,latitude,longitude,iso,certificat,group_name
103.656400000324439,2.406400000035181,128,WRI_272,KKS Nitar,2.4064,103.6564,MYS,None,Unknown
100.861600000046323,3.901400000132057,130,WRI_279,Kilang Kelapa Sawit Flemington,3.9014,100.8616,MYS,None,Unknown
102.457899999567516,3.104399999571571,131,WRI_28,Jeng Huat (Bahau) Realty,3.1044,102.4579,MYS,None,Unknown
101.476599999706195,2.859400000038848,132,WRI_280,Kilang Kelapa Sawit Eng Hong Sdn Bhd,2.8594,101.4766,MYS,None,Unknown
101.709799999230185,2.646899999892161,133,WRI_281,Kilang Kelapa Sawit Fermanagh,2.6469,101.7098,MYS,None,Unknown
101.733699999859368,2.819699999627455,134,WRI_282,Kilang Kelapa Sawit Sepang,2.8197,101.7337,MYS,None,Unknown
103.399700000204376,4.756499999801431,135,WRI_283,Kilang Kelapa Sawit Risda Durian Mas,4.7565,103.3997,MYS,None,Unknown
115.727300000175987,5.347499999939873,137,WRI_286,K.K.S.LUMADAN,5.3475,115.7273,MYS,None,Unknown
114.028400000254067,4.299399999874082,138,WRI_288,KILANG KELAPA SAWIT NIAH,4.2994,114.0284,MYS,None,Unknown
103.724599999676741,1.83050000034362,139,WRI_29,Ladang Petri Tenggara,1.8305,103.7246,MYS,None,Unknown
101.100000000000392,3.766700000124957,140,WRI_290,Kilang Kelapa Sawit Meru,3.7667,101.1,MYS,None,Unknown
110.431200000088438,1.461099999727194,141,WRI_292,Felcra Jaya Samarahan,1.4611,110.4312,MYS,None,Unknown
96.581800000019854,3.871499999942384,143,WRI_300,PT KALLISTA ALAM,3.8715,96.5818,IDN,None,Unknown
103.872099999748528,2.092200000817308,145,WRI_298,TENGGAROH,2.0922,103.8721,MYS,None,Unknown
103.912199999920929,2.162800000161123,146,WRI_299,TENGGAROH TIMUR,2.1628,103.9122,MYS,None,Unknown
103.90170000039997,1.743399999599265,147,WRI_30,Ladang Tai Tak (Kota Tinggi),1.7434,103.9017,MYS,None,Unknown
97.916999999955351,2.716999999839857,149,WRI_307,PT BANGUN SEMPURNA LESTARI JL .,2.717,97.917,IDN,None,Unknown
99.313800000493956,3.316399999653331,150,WRI_314,PT KARYA PRATAMA NIAGA JAYA JL .,3.3164,99.3138,IDN,None,Unknown
96.341300000341292,4.12530000064947,151,WRI_315,PT BEURATA SUBUR PERSADA,4.1253,96.3413,IDN,None,Unknown
98.401500000051129,3.620799999725174,153,WRI_316,PT SINAR LANGKAT PERKASA JL.,3.6208,98.4015,IDN,None,Unknown
98.344400000269374,3.854200000061022,154,WRI_323,PT CIPTA CHEMICAL MEDAN OIL,3.8542,98.3444,IDN,None,Unknown
99.958399999906945,2.761599999886668,155,WRI_325,PT SUMBER SAWIT JAYA LESTARI,2.7616,99.9584,IDN,None,Unknown
99.223399999305599,0.469899999733541,156,WRI_333,PT SAGO NAULI,0.4699,99.2234,IDN,None,Unknown
101.242400000099551,1.290000000177586,157,WRI_335,PT MUSTIKA AGUNG SAWIT SEJAHTERA Jl,1.29,101.2424,IDN,None,Unknown
-73.621800000141675,7.284000000335047,159,WRI_317,EXTRACTORA CENTRAL S.A.,7.284,-73.6218,COL,None,Unknown
-73.356399999751218,4.301200000019184,160,WRI_318,HACIENDA LA CABAÃ‘A S.A.,4.3012,-73.3564,COL,None,Unknown
118.333099999195809,5.644300000485083,161,WRI_319,TANJUNG,5.6443,118.3331,MYS,None,Unknown
103.364100000853313,1.789100000104749,162,WRI_32,Victory Eng Hoe Plantations,1.7891,103.3641,MYS,None,Unknown
117.658700000013155,5.781099999971777,163,WRI_321,MALSA,5.7811,117.6587,MYS,None,Unknown
-73.247999999769107,3.717699999110386,164,WRI_322,EXTRACTORA LA PAZ S.A.,3.7177,-73.248,COL,None,Unknown
110.749699999929845,0.059399999662063,165,WRI_378,Multi Prima Entakai,0.0594,110.7497,IDN,None,Unknown
103.961599999515016,1.80769999998947,166,WRI_324,KIM LOONG PALM OIL MILLS  SDN BHD,1.8077,103.9616,MYS,None,Unknown
100.52780000028703,1.024899999814547,167,WRI_385,Pujud Karya Sawit,1.0249,100.5278,IDN,None,Unknown
100.509999999713202,1.740000000574643,168,WRI_386,PTPN V (Tanah Putih),1.74,100.51,IDN,None,Unknown
104.209300000687364,1.545399999501222,169,WRI_327,KILANG KELAPA SAWIT SIANG,1.5454,104.2093,MYS,None,Unknown
100.580000000112676,1.579999999692189,170,WRI_387,PTPN V (Tanjung Medan),1.58,100.58,IDN,None,Unknown
103.329899999821421,3.846000000017442,171,WRI_33,Vila Sutera,3.846,103.3299,MYS,None,Unknown
117.786400000244001,5.698200000120845,172,WRI_330,PROLIFIC,5.6982,117.7864,MYS,None,Unknown
102.016899999925357,0.672699999517266,173,WRI_391,PTPN V (Sei Buantan),0.6727,102.0169,IDN,None,Unknown
117.294199999960554,5.648000000365545,174,WRI_336,TANAH,5.648,117.2942,MYS,None,Unknown
115.656699999726882,5.255299999839452,175,WRI_338,LUMADAN,5.2553,115.6567,MYS,None,Unknown
102.218199999955118,-0.153800000493906,176,WRI_339,PT GANDAERAH POM,-0.1538,102.2182,IDN,None,Unknown
100.431299999941658,5.536400000688324,177,WRI_34,Arah Kawasan,5.5364,100.4313,MYS,None,Unknown
103.906000000306491,1.45059999958395,178,WRI_345,Kilang Isi Sawit (Felda),1.4506,103.906,MYS,None,Unknown
102.648800000533782,2.148099999718902,179,WRI_346,Kilang Kelapa Sawit Bukit Pasir Sdn. Bhd. (Hok Huat Oil Mills),2.1481,102.6488,MYS,None,Unknown
118.341699999907078,5.02699999965893,180,WRI_348,KLK Premier Oils Sdn Bhd,5.027,118.3417,MYS,None,Unknown
100.738100000162831,4.855699999674678,181,WRI_35,Central Palm Oil Mill,4.8557,100.7381,MYS,None,Unknown
98.341900000511757,3.808100000070314,182,WRI_396,Makmur Abadi Raya,3.8081,98.3419,IDN,None,Unknown
-82.968600000621649,8.421199999696242,183,WRI_359,Palmatec Corporation de Costa Rica S.A,8.4212,-82.9686,CRI,None,Unknown
100.539499999907221,5.00779999972652,184,WRI_36,Elegant Palms,5.0078,100.5395,MYS,None,Unknown
-0.941000000570704,6.260000000063094,185,WRI_362,GHANA OIL PALM DEVELOPMENT COMPANY LTD,6.26,-0.941,GHA,None,Unknown
-69.764099999541713,18.725399999905139,186,WRI_363,Induspalma Dominicana,18.7254,-69.7641,DOM,None,Unknown
103.896300000851681,1.721800000592474,187,WRI_367,Ladang Tai Tak Sdn. Bhd,1.7218,103.8963,MYS,None,Unknown
100.728900000300257,4.877600000051884,188,WRI_37,Kilang Minyak Sawit Kamunting,4.8776,100.7289,MYS,None,Unknown
98.704099999924964,3.420200000333149,189,WRI_400,PTPN II ( Pagar Merbau),3.4202,98.7041,IDN,None,Unknown
100.721100000553477,4.150000000226871,195,WRI_38,Kilang Kelapa Sawit Lekir,4.15,100.7211,MYS,None,Unknown
115.276800000197298,4.777800000041982,196,WRI_383,Kumpulan Krisjati,4.7778,115.2768,MYS,None,Unknown
103.455399999870323,-1.339599999194851,197,WRI_426,Bukit Barisan Indah Prima,-1.3396,103.4554,IDN,None,Unknown
101.957599999961658,2.426399999241593,198,WRI_4,Bell - KSL,2.4264,101.9576,MYS,None,Unknown
100.905900000566092,4.875299999690588,199,WRI_40,Minsawi Industries (K. Kangsar),4.8753,100.9059,MYS,None,Unknown
103.79350000043442,-1.791800000671042,200,WRI_445,Bahari Gembira Ria,-1.7918,103.7935,IDN,None,Unknown
101.593000000349974,1.584800000548978,201,WRI_446,Murini Sam-Sam 2 (Pelintung),1.5848,101.593,IDN,None,Unknown
101.30020000038833,0.93749999963643,203,WRI_463,Samsam,0.9375,101.3002,IDN,None,Unknown
100.990599999935569,3.979700000533497,206,WRI_41,Syarikat Peladang & Perusahaan Minyak,3.9797,100.9906,MYS,None,Unknown
105.171799999892116,-3.808200000227473,208,WRI_592,Gunung Tua Abadi,-3.8082,105.1718,IDN,None,Unknown
104.354500000119785,-3.896500000131995,209,WRI_593,Perkebunan Mitra Ogan,-3.8965,104.3545,IDN,None,Unknown
105.060000000527111,-3.598599999678424,210,WRI_594,Telaga Hikmah,-3.5986,105.06,IDN,None,Unknown
98.397200000144636,3.494400000427752,211,WRI_595,PT. United Kingdom Indonesia Plantations,3.4944,98.3972,IDN,None,Unknown
98.194200000423436,4.012999999478526,212,WRI_598,Anugerah Langkat Makmur,4.013,98.1942,IDN,None,Unknown
98.152199999644736,4.291399999973158,213,WRI_622,GEDONG BIARA MILL,4.2914,98.1522,IDN,None,Unknown
99.427600000024356,2.680299999949495,214,WRI_632,PT DJAJA PUTRA INDONESIA,2.6803,99.4276,IDN,None,Unknown
98.042399999546859,4.186100000184338,215,WRI_633,PT KEPOKRAJA,4.1861,98.0424,IDN,None,Unknown
100.946099999399252,4.177300000050627,216,WRI_42,Perak Agro Mills,4.1773,100.9461,MYS,None,Unknown
100.165600000873852,1.85350000027972,217,WRI_645,PT HERFINTA FARM & PLANTATION,1.8535,100.1656,IDN,None,Unknown
98.305599999755358,3.588299999765174,218,WRI_646,PT KENCANA AMAL TANI,3.5883,98.3056,IDN,None,Unknown
117.233299999864556,4.207500000157685,220,WRI_77,Nunukan Jaya Lestari,4.2075,117.2333,IDN,None,Unknown
117.266299999898862,3.115500000336645,221,WRI_80,Sanggam Kahuripan Indonesia,3.1155,117.2663,IDN,None,Unknown
112.751400000640459,-2.115000000796737,222,WRI_89,Katingan Indah Utama,-2.115,112.7514,IDN,None,Unknown
131.475400000521347,-1.129800000002803,223,WRI_93,Henrison Inti Persada,-1.1298,131.4754,IDN,None,Unknown
111.667099999447004,-2.606200000280006,224,WRI_95,Kalimantan Sawit Abadi,-2.6062,111.6671,IDN,None,Unknown
111.618399999461658,-2.545799999695967,225,WRI_97,Subut Mas Abadi,-2.5458,111.6184,IDN,None,Unknown
100.703599999555294,4.829600000130721,226,WRI_44,Synn Palm Oil,4.8296,100.7036,MYS,None,Unknown
